{'timestamp': '2026-08-21 07:50:36', 'server': 'Auth-2', 'username': 'carol', 'source_ip': '10.0.0.12', 'success': True}
{'timestamp': '2026-08-21 08:09:55', 'server': 'Auth-2', 'username': 'bob', 'source_ip': '10.0.0.12', 'success': False}
{'timestamp': '2026-08-21 08:09:56', 'server': 'Auth-1', 'username': 'bob', 'source_ip': '10.0.0.51', 'success': False}
{'timestamp': '2026-08-21 08:09:57', 'server': 'Auth-2', 'username': 'bob', 'source_ip': '10.0.0.12', 'success': True}
{'timestamp': '2026-08-21 08:09:58', 'server': 'Auth-1', 'username': 'alice', 'source_ip': '10.0.0.11', 'success': True}
{'timestamp': '2026-08-21 08:09:59', 'server': 'Auth-1', 'username': 'bob', 'source_ip': '10.0.0.12', 'success': True}
{'timestamp': '2026-08-21 08:10:00', 'server': 'Auth-1', 'username': 'dave', 'source_ip': '10.0.0.12', 'success': True}
{'timestamp': '2026-08-21 08:10:01', 'server': 'Auth-1', 'username': 'bob', 'source_ip': '10.0.0.10', 'success': True}
{'timestamp': '2026-08-21 08:10:02', 'server': 'Auth-1', 'username': 'carol', 'source_ip': '10.0.0.11', 'success': True}
{'timestamp': '2026-08-21 08:10:03', 'server': 'Auth-1', 'username': 'dave', 'source_ip': '10.0.0.10', 'success': True}
{'timestamp': '2026-08-21 08:10:04', 'server': 'Auth-1', 'username': 'carol', 'source_ip': '10.0.0.12', 'success': True}
{'timestamp': '2026-08-21 08:10:05', 'server': 'Auth-2', 'username': 'dave', 'source_ip': '10.0.0.12', 'success': True}
{'timestamp': '2026-08-21 08:10:06', 'server': 'Auth-2', 'username': 'alice', 'source_ip': '10.0.0.12', 'success': True}
{'timestamp': '2026-08-21 08:10:07', 'server': 'Auth-2', 'username': 'dave', 'source_ip': '10.0.0.10', 'success': True}
{'timestamp': '2026-08-21 08:10:08', 'server': 'Auth-2', 'username': 'alice', 'source_ip': '10.0.0.12', 'success': True}
{'timestamp': '2026-08-21 08:10:09', 'server': 'Auth-1', 'username': 'carol', 'source_ip': '10.0.0.11', 'success': True}
{'timestamp': '2026-08-21 08:10:10', 'server': 'Auth-2', 'username': 'dave', 'source_ip': '10.0.0.12', 'success': True}
{'timestamp': '2026-08-21 08:10:11', 'server': 'Auth-2', 'username': 'bob', 'source_ip': '10.0.0.10', 'success': True}
{'timestamp': '2026-08-21 08:10:12', 'server': 'Auth-1', 'username': 'alice', 'source_ip': '10.0.0.10', 'success': True}
{'timestamp': '2026-08-21 08:10:13', 'server': 'Auth-1', 'username': 'dave', 'source_ip': '10.0.0.11', 'success': True}
{'timestamp': '2026-08-21 08:10:14', 'server': 'Auth-1', 'username': 'dave', 'source_ip': '10.0.0.12', 'success': True}
{'timestamp': '2026-08-21 08:10:15', 'server': 'Auth-1', 'username': 'bob', 'source_ip': '10.0.0.11', 'success': True}
{'timestamp': '2026-08-21 08:10:16', 'server': 'Auth-1', 'username': 'alice', 'source_ip': '10.0.0.10', 'success': True}
{'timestamp': '2026-08-21 08:10:17', 'server': 'Auth-1', 'username': 'alice', 'source_ip': '10.0.0.11', 'success': True}
{'timestamp': '2026-08-21 08:10:18', 'server': 'Auth-1', 'username': 'bob', 'source_ip': '10.0.0.12', 'success': True}
{'timestamp': '2026-08-21 08:10:19', 'server': 'Auth-1', 'username': 'dave', 'source_ip': '10.0.0.11', 'success': True}
{'timestamp': '2026-08-21 08:10:20', 'server': 'Auth-2', 'username': 'carol', 'source_ip': '10.0.0.12', 'success': True}
{'timestamp': '2026-08-21 08:10:21', 'server': 'Auth-2', 'username': 'dave', 'source_ip': '10.0.0.11', 'success': True}
{'timestamp': '2026-08-21 08:10:22', 'server': 'Auth-2', 'username': 'carol', 'source_ip': '10.0.0.10', 'success': True}
{'timestamp': '2026-08-21 08:10:23', 'server': 'Auth-2', 'username': 'bob', 'source_ip': '10.0.0.11', 'success': True}
{'timestamp': '2026-08-21 08:10:24', 'server': 'Auth-1', 'username': 'alice', 'source_ip': '10.0.0.11', 'success': True}
{'timestamp': '2026-08-21 08:10:25', 'server': 'Auth-1', 'username': 'carol', 'source_ip': '10.0.0.10', 'success': True}
{'timestamp': '2026-08-21 08:10:26', 'server': 'Auth-1', 'username': 'carol', 'source_ip': '10.0.0.11', 'success': True}
{'timestamp': '2026-08-21 08:10:27', 'server': 'Auth-2', 'username': 'alice', 'source_ip': '10.0.0.10', 'success': False}
{'timestamp': '2026-08-21 08:10:28', 'server': 'Auth-2', 'username': 'carol', 'source_ip': '10.0.0.11', 'success': True}
{'timestamp': '2026-08-21 08:10:29', 'server': 'Auth-2', 'username': 'carol', 'source_ip': '10.0.0.12', 'success': False}
{'timestamp': '2026-08-21 08:10:30', 'server': 'Auth-1', 'username': 'alice', 'source_ip': '10.0.0.11', 'success': False}
{'timestamp': '2026-08-21 08:10:31', 'server': 'Auth-1', 'username': 'alice', 'source_ip': '10.0.0.12', 'success': True}
{'timestamp': '2026-08-21 08:10:32', 'server': 'Auth-1', 'username': 'carol', 'source_ip': '10.0.0.10', 'success': False}
{'timestamp': '2026-08-21 08:10:33', 'server': 'Auth-1', 'username': 'bob', 'source_ip': '10.0.0.11', 'success': False}
{'timestamp': '2026-08-21 08:10:34', 'server': 'Auth-1', 'username': 'bob', 'source_ip': '10.0.0.11', 'success': False}
{'timestamp': '2026-08-21 08:10:35', 'server': 'Auth-1', 'username': 'carol', 'source_ip': '10.0.0.10', 'success': False}
{'timestamp': '2026-08-21 08:10:36', 'server': 'Auth-2', 'username': 'bob', 'source_ip': '10.0.0.10', 'success': False}
{'timestamp': '2026-08-21 08:10:37', 'server': 'Auth-2', 'username': 'bob', 'source_ip': '10.0.0.12', 'success': True}
{'timestamp': '2026-08-21 08:10:38', 'server': 'Auth-1', 'username': 'carol', 'source_ip': '10.0.0.11', 'success': True}
{'timestamp': '2026-08-21 08:10:39', 'server': 'Auth-1', 'username': 'alice', 'source_ip': '10.0.0.12', 'success': True}
{'timestamp': '2026-08-21 08:10:40', 'server': 'Auth-2', 'username': 'alice', 'source_ip': '10.0.0.12', 'success': True}
{'timestamp': '2026-08-21 08:10:41', 'server': 'Auth-1', 'username': 'dave', 'source_ip': '10.0.0.10', 'success': True}
{'timestamp': '2026-08-21 08:10:42', 'server': 'Auth-1', 'username': 'alice', 'source_ip': '10.0.0.11', 'success': True}
{'timestamp': '2026-08-21 08:10:43', 'server': 'Auth-1', 'username': 'carol', 'source_ip': '10.0.0.12', 'success': True}
{'timestamp': '2026-08-21 08:10:44', 'server': 'Auth-2', 'username': 'bob', 'source_ip': '10.0.0.10', 'success': True}
{'timestamp': '2026-08-21 08:10:45', 'server': 'Auth-2', 'username': 'alice', 'source_ip': '10.0.0.11', 'success': True}
{'timestamp': '2026-08-21 08:10:46', 'server': 'Auth-1', 'username': 'carol', 'source_ip': '10.0.0.10', 'success': True}
{'timestamp': '2026-08-21 08:10:47', 'server': 'Auth-2', 'username': 'alice', 'source_ip': '10.0.0.12', 'success': True}
{'timestamp': '2026-08-21 08:10:48', 'server': 'Auth-2', 'username': 'alice', 'source_ip': '10.0.0.12', 'success': True}
{'timestamp': '2026-08-21 08:10:49', 'server': 'Auth-2', 'username': 'alice', 'source_ip': '10.0.0.11', 'success': True}
{'timestamp': '2026-08-21 08:10:50', 'server': 'Auth-1', 'username': 'alice', 'source_ip': '10.0.0.11', 'success': True}
{'timestamp': '2026-08-21 08:10:51', 'server': 'Auth-1', 'username': 'bob', 'source_ip': '10.0.0.12', 'success': True}
{'timestamp': '2026-08-21 08:10:52', 'server': 'Auth-1', 'username': 'alice', 'source_ip': '10.0.0.10', 'success': True}
{'timestamp': '2026-08-21 08:10:53', 'server': 'Auth-1', 'username': 'carol', 'source_ip': '10.0.0.12', 'success': True}
{'timestamp': '2026-08-21 08:10:54', 'server': 'Auth-2', 'username': 'alice', 'source_ip': '10.0.0.10', 'success': True}
{'timestamp': '2026-08-21 08:10:55', 'server': 'Auth-2', 'username': 'bob', 'source_ip': '10.0.0.10', 'success': True}
{'timestamp': '2026-08-21 08:10:56', 'server': 'Auth-2', 'username': 'carol', 'source_ip': '10.0.0.12', 'success': True}
{'timestamp': '2026-08-21 08:10:57', 'server': 'Auth-2', 'username': 'alice', 'source_ip': '10.0.0.10', 'success': True}
{'timestamp': '2026-08-21 08:10:58', 'server': 'Auth-2', 'username': 'dave', 'source_ip': '10.0.0.12', 'success': True}
{'timestamp': '2026-08-21 08:10:59', 'server': 'Auth-2', 'username': 'bob', 'source_ip': '10.0.0.12', 'success': True}
{'timestamp': '2026-08-21 08:11:00', 'server': 'Auth-1', 'username': 'dave', 'source_ip': '10.0.0.10', 'success': True}
{'timestamp': '2026-08-21 08:11:01', 'server': 'Auth-2', 'username': 'alice', 'source_ip': '10.0.0.11', 'success': True}
{'timestamp': '2026-08-21 08:11:02', 'server': 'Auth-1', 'username': 'alice', 'source_ip': '10.0.0.10', 'success': True}
{'timestamp': '2026-08-21 08:11:03', 'server': 'Auth-1', 'username': 'dave', 'source_ip': '10.0.0.10', 'success': True}
{'timestamp': '2026-08-21 08:11:04', 'server': 'Auth-2', 'username': 'dave', 'source_ip': '10.0.0.11', 'success': True}
{'timestamp': '2026-08-21 08:11:05', 'server': 'Auth-2', 'username': 'carol', 'source_ip': '10.0.0.10', 'success': True}
{'timestamp': '2026-08-21 08:11:06', 'server': 'Auth-2', 'username': 'bob', 'source_ip': '10.0.0.10', 'success': True}
{'timestamp': '2026-08-21 08:11:07', 'server': 'Auth-1', 'username': 'carol', 'source_ip': '10.0.0.69', 'success': True}
{'timestamp': '2026-08-21 08:11:08', 'server': 'Auth-2', 'username': 'carol', 'source_ip': '10.0.0.10', 'success': False}
{'timestamp': '2026-08-21 08:11:09', 'server': 'Auth-1', 'username': 'bob', 'source_ip': '10.0.0.51', 'success': False}
{'timestamp': '2026-08-21 08:11:10', 'server': 'Auth-2', 'username': 'dave', 'source_ip': '10.0.0.10', 'success': False}
{'timestamp': '2026-08-21 08:11:11', 'server': 'Auth-2', 'username': 'dave', 'source_ip': '10.0.0.11', 'success': False}
{'timestamp': '2026-08-21 08:11:12', 'server': 'Auth-2', 'username': 'alice', 'source_ip': '10.0.0.10', 'success': True}
{'timestamp': '2026-08-21 08:11:13', 'server': 'Auth-1', 'username': 'bob', 'source_ip': '10.0.0.12', 'success': False}
{'timestamp': '2026-08-21 08:11:14', 'server': 'Auth-2', 'username': 'dave', 'source_ip': '10.0.0.12', 'success': False}
{'timestamp': '2026-08-21 08:11:15', 'server': 'Auth-1', 'username': 'carol', 'source_ip': '10.0.0.11', 'success': False}
{'timestamp': '2026-08-21 08:11:16', 'server': 'Auth-2', 'username': 'dave', 'source_ip': '10.0.0.48', 'success': False}
{'timestamp': '2026-08-21 08:11:17', 'server': 'Auth-1', 'username': 'bob', 'source_ip': '10.0.0.10', 'success': True}
{'timestamp': '2026-08-21 08:11:18', 'server': 'Auth-1', 'username': 'carol', 'source_ip': '10.0.0.10', 'success': True}
{'timestamp': '2026-08-21 08:11:19', 'server': 'Auth-1', 'username': 'dave', 'source_ip': '10.0.0.10', 'success': True}
{'timestamp': '2026-08-21 08:11:20', 'server': 'Auth-1', 'username': 'dave', 'source_ip': '10.0.0.11', 'success': True}
{'timestamp': '2026-08-21 08:11:21', 'server': 'Auth-2', 'username': 'alice', 'source_ip': '10.0.0.12', 'success': True}
{'timestamp': '2026-08-21 08:11:22', 'server': 'Auth-1', 'username': 'alice', 'source_ip': '10.0.0.10', 'success': True}
{'timestamp': '2026-08-21 08:11:23', 'server': 'Auth-2', 'username': 'dave', 'source_ip': '10.0.0.11', 'success': True}
{'timestamp': '2026-08-21 08:11:24', 'server': 'Auth-2', 'username': 'alice', 'source_ip': '10.0.0.12', 'success': True}
{'timestamp': '2026-08-21 08:11:25', 'server': 'Auth-1', 'username': 'carol', 'source_ip': '10.0.0.10', 'success': True}
{'timestamp': '2026-08-21 08:11:26', 'server': 'Auth-1', 'username': 'carol', 'source_ip': '10.0.0.11', 'success': True}
{'timestamp': '2026-08-21 08:11:27', 'server': 'Auth-1', 'username': 'carol', 'source_ip': '10.0.0.12', 'success': True}
{'timestamp': '2026-08-21 08:11:28', 'server': 'Auth-2', 'username': 'bob', 'source_ip': '10.0.0.11', 'success': True}
{'timestamp': '2026-08-21 08:11:29', 'server': 'Auth-2', 'username': 'carol', 'source_ip': '10.0.0.10', 'success': True}
{'timestamp': '2026-08-21 08:11:30', 'server': 'Auth-1', 'username': 'dave', 'source_ip': '10.0.0.10', 'success': True}
{'timestamp': '2026-08-21 08:11:31', 'server': 'Auth-1', 'username': 'dave', 'source_ip': '10.0.0.10', 'success': True}
{'timestamp': '2026-08-21 08:11:32', 'server': 'Auth-2', 'username': 'alice', 'source_ip': '10.0.0.10', 'success': True}
{'timestamp': '2026-08-21 08:11:33', 'server': 'Auth-2', 'username': 'carol', 'source_ip': '10.0.0.11', 'success': True}
{'timestamp': '2026-08-21 08:11:34', 'server': 'Auth-2', 'username': 'bob', 'source_ip': '10.0.0.10', 'success': True}
{'timestamp': '2026-08-21 08:11:35', 'server': 'Auth-1', 'username': 'dave', 'source_ip': '10.0.0.12', 'success': True}
{'timestamp': '2026-08-21 08:11:36', 'server': 'Auth-1', 'username': 'bob', 'source_ip': '10.0.0.10', 'success': True}
{'timestamp': '2026-08-21 08:11:37', 'server': 'Auth-1', 'username': 'bob', 'source_ip': '10.0.0.12', 'success': True}
{'timestamp': '2026-08-21 08:11:38', 'server': 'Auth-1', 'username': 'dave', 'source_ip': '10.0.0.12', 'success': True}
{'timestamp': '2026-08-21 08:11:39', 'server': 'Auth-2', 'username': 'dave', 'source_ip': '10.0.0.10', 'success': True}
{'timestamp': '2026-08-21 08:11:40', 'server': 'Auth-1', 'username': 'carol', 'source_ip': '10.0.0.12', 'success': True}
{'timestamp': '2026-08-21 08:11:41', 'server': 'Auth-2', 'username': 'alice', 'source_ip': '10.0.0.12', 'success': True}
{'timestamp': '2026-08-21 08:11:42', 'server': 'Auth-2', 'username': 'dave', 'source_ip': '10.0.0.10', 'success': True}
{'timestamp': '2026-08-21 08:11:43', 'server': 'Auth-2', 'username': 'dave', 'source_ip': '10.0.0.11', 'success': True}
{'timestamp': '2026-08-21 08:11:44', 'server': 'Auth-1', 'username': 'dave', 'source_ip': '10.0.0.11', 'success': True}
{'timestamp': '2026-08-21 08:11:45', 'server': 'Auth-1', 'username': 'carol', 'source_ip': '10.0.0.10', 'success': True}
{'timestamp': '2026-08-21 08:11:46', 'server': 'Auth-2', 'username': 'dave', 'source_ip': '10.0.0.12', 'success': True}
{'timestamp': '2026-08-21 08:11:47', 'server': 'Auth-1', 'username': 'dave', 'source_ip': '10.0.0.56', 'success': False}
{'timestamp': '2026-08-21 08:11:48', 'server': 'Auth-1', 'username': 'dave', 'source_ip': '10.0.0.11', 'success': False}
{'timestamp': '2026-08-21 08:11:49', 'server': 'Auth-1', 'username': 'alice', 'source_ip': '10.0.0.11', 'success': True}
{'timestamp': '2026-08-21 08:11:50', 'server': 'Auth-1', 'username': 'carol', 'source_ip': '10.0.0.10', 'success': False}
{'timestamp': '2026-08-21 08:11:51', 'server': 'Auth-1', 'username': 'dave', 'source_ip': '10.0.0.12', 'success': False}
{'timestamp': '2026-08-21 08:11:52', 'server': 'Auth-1', 'username': 'bob', 'source_ip': '10.0.0.10', 'success': False}
{'timestamp': '2026-08-21 08:11:53', 'server': 'Auth-2', 'username': 'dave', 'source_ip': '10.0.0.85', 'success': False}
{'timestamp': '2026-08-21 08:11:54', 'server': 'Auth-1', 'username': 'bob', 'source_ip': '10.0.0.11', 'success': True}
{'timestamp': '2026-08-21 08:11:55', 'server': 'Auth-2', 'username': 'alice', 'source_ip': '10.0.0.10', 'success': False}
{'timestamp': '2026-08-21 08:11:56', 'server': 'Auth-2', 'username': 'carol', 'source_ip': '10.0.0.12', 'success': False}
{'timestamp': '2026-08-21 08:11:57', 'server': 'Auth-2', 'username': 'dave', 'source_ip': '10.0.0.10', 'success': True}
{'timestamp': '2026-08-21 08:11:58', 'server': 'Auth-1', 'username': 'carol', 'source_ip': '10.0.0.12', 'success': True}
{'timestamp': '2026-08-21 08:11:59', 'server': 'Auth-2', 'username': 'dave', 'source_ip': '10.0.0.10', 'success': True}
{'timestamp': '2026-08-21 08:12:00', 'server': 'Auth-1', 'username': 'dave', 'source_ip': '10.0.0.11', 'success': True}
{'timestamp': '2026-08-21 08:12:01', 'server': 'Auth-1', 'username': 'bob', 'source_ip': '10.0.0.11', 'success': True}
{'timestamp': '2026-08-21 08:12:02', 'server': 'Auth-1', 'username': 'dave', 'source_ip': '10.0.0.10', 'success': True}
{'timestamp': '2026-08-21 08:12:03', 'server': 'Auth-1', 'username': 'alice', 'source_ip': '10.0.0.12', 'success': True}
{'timestamp': '2026-08-21 08:12:04', 'server': 'Auth-2', 'username': 'dave', 'source_ip': '10.0.0.12', 'success': True}
{'timestamp': '2026-08-21 08:12:05', 'server': 'Auth-1', 'username': 'alice', 'source_ip': '10.0.0.11', 'success': True}
{'timestamp': '2026-08-21 08:12:06', 'server': 'Auth-1', 'username': 'bob', 'source_ip': '10.0.0.12', 'success': True}
{'timestamp': '2026-08-21 08:12:07', 'server': 'Auth-2', 'username': 'carol', 'source_ip': '10.0.0.12', 'success': True}
{'timestamp': '2026-08-21 08:12:08', 'server': 'Auth-1', 'username': 'dave', 'source_ip': '10.0.0.11', 'success': True}
{'timestamp': '2026-08-21 08:12:09', 'server': 'Auth-2', 'username': 'alice', 'source_ip': '10.0.0.12', 'success': True}
{'timestamp': '2026-08-21 08:12:10', 'server': 'Auth-2', 'username': 'carol', 'source_ip': '10.0.0.10', 'success': True}
{'timestamp': '2026-08-21 08:12:11', 'server': 'Auth-1', 'username': 'carol', 'source_ip': '10.0.0.10', 'success': True}
{'timestamp': '2026-08-21 08:12:12', 'server': 'Auth-1', 'username': 'carol', 'source_ip': '10.0.0.11', 'success': True}
{'timestamp': '2026-08-21 08:12:13', 'server': 'Auth-2', 'username': 'bob', 'source_ip': '10.0.0.11', 'success': True}
{'timestamp': '2026-08-21 08:12:14', 'server': 'Auth-1', 'username': 'bob', 'source_ip': '10.0.0.11', 'success': True}
{'timestamp': '2026-08-21 08:12:15', 'server': 'Auth-1', 'username': 'carol', 'source_ip': '10.0.0.10', 'success': True}
{'timestamp': '2026-08-21 08:12:16', 'server': 'Auth-1', 'username': 'carol', 'source_ip': '10.0.0.12', 'success': True}
{'timestamp': '2026-08-21 08:12:17', 'server': 'Auth-2', 'username': 'alice', 'source_ip': '10.0.0.11', 'success': True}
{'timestamp': '2026-08-21 08:12:18', 'server': 'Auth-1', 'username': 'bob', 'source_ip': '10.0.0.10', 'success': True}
{'timestamp': '2026-08-21 08:12:19', 'server': 'Auth-2', 'username': 'bob', 'source_ip': '10.0.0.10', 'success': True}
{'timestamp': '2026-08-21 08:12:20', 'server': 'Auth-1', 'username': 'alice', 'source_ip': '10.0.0.12', 'success': True}
{'timestamp': '2026-08-21 08:12:21', 'server': 'Auth-1', 'username': 'bob', 'source_ip': '10.0.0.10', 'success': True}
{'timestamp': '2026-08-21 08:12:22', 'server': 'Auth-1', 'username': 'dave', 'source_ip': '10.0.0.10', 'success': True}
{'timestamp': '2026-08-21 08:12:23', 'server': 'Auth-1', 'username': 'alice', 'source_ip': '10.0.0.12', 'success': True}
{'timestamp': '2026-08-21 08:12:24', 'server': 'Auth-1', 'username': 'bob', 'source_ip': '10.0.0.12', 'success': True}
{'timestamp': '2026-08-21 08:12:25', 'server': 'Auth-1', 'username': 'carol', 'source_ip': '10.0.0.10', 'success': True}
{'timestamp': '2026-08-21 08:12:26', 'server': 'Auth-2', 'username': 'alice', 'source_ip': '10.0.0.11', 'success': True}
{'timestamp': '2026-08-21 08:12:27', 'server': 'Auth-1', 'username': 'alice', 'source_ip': '10.0.0.11', 'success': False}
{'timestamp': '2026-08-21 08:12:28', 'server': 'Auth-2', 'username': 'carol', 'source_ip': '10.0.0.10', 'success': False}
{'timestamp': '2026-08-21 08:12:29', 'server': 'Auth-1', 'username': 'alice', 'source_ip': '10.0.0.57', 'success': False}
{'timestamp': '2026-08-21 08:12:30', 'server': 'Auth-2', 'username': 'alice', 'source_ip': '10.0.0.27', 'success': True}
{'timestamp': '2026-08-21 08:12:31', 'server': 'Auth-1', 'username': 'alice', 'source_ip': '10.0.0.12', 'success': False}
{'timestamp': '2026-08-21 08:12:32', 'server': 'Auth-1', 'username': 'alice', 'source_ip': '10.0.0.37', 'success': False}
{'timestamp': '2026-08-21 08:12:33', 'server': 'Auth-2', 'username': 'alice', 'source_ip': '10.0.0.63', 'success': False}
{'timestamp': '2026-08-21 08:12:34', 'server': 'Auth-2', 'username': 'carol', 'source_ip': '10.0.0.12', 'success': False}
{'timestamp': '2026-08-21 08:12:35', 'server': 'Auth-2', 'username': 'alice', 'source_ip': '10.0.0.10', 'success': False}
{'timestamp': '2026-08-21 08:12:36', 'server': 'Auth-1', 'username': 'alice', 'source_ip': '10.0.0.10', 'success': False}
{'timestamp': '2026-08-21 08:12:37', 'server': 'Auth-1', 'username': 'bob', 'source_ip': '10.0.0.12', 'success': True}
{'timestamp': '2026-08-21 08:12:38', 'server': 'Auth-1', 'username': 'bob', 'source_ip': '10.0.0.11', 'success': True}
{'timestamp': '2026-08-21 08:12:39', 'server': 'Auth-1', 'username': 'bob', 'source_ip': '10.0.0.10', 'success': True}
{'timestamp': '2026-08-21 08:12:40', 'server': 'Auth-1', 'username': 'alice', 'source_ip': '10.0.0.11', 'success': True}
{'timestamp': '2026-08-21 08:12:41', 'server': 'Auth-2', 'username': 'carol', 'source_ip': '10.0.0.11', 'success': True}
{'timestamp': '2026-08-21 08:12:42', 'server': 'Auth-1', 'username': 'dave', 'source_ip': '10.0.0.12', 'success': True}
{'timestamp': '2026-08-21 08:12:43', 'server': 'Auth-1', 'username': 'alice', 'source_ip': '10.0.0.12', 'success': True}
{'timestamp': '2026-08-21 08:12:44', 'server': 'Auth-2', 'username': 'carol', 'source_ip': '10.0.0.11', 'success': True}
{'timestamp': '2026-08-21 08:12:45', 'server': 'Auth-2', 'username': 'dave', 'source_ip': '10.0.0.10', 'success': True}
{'timestamp': '2026-08-21 08:12:46', 'server': 'Auth-2', 'username': 'dave', 'source_ip': '10.0.0.10', 'success': True}
{'timestamp': '2026-08-21 08:12:47', 'server': 'Auth-1', 'username': 'bob', 'source_ip': '10.0.0.12', 'success': True}
{'timestamp': '2026-08-21 08:12:48', 'server': 'Auth-1', 'username': 'carol', 'source_ip': '10.0.0.12', 'success': True}
{'timestamp': '2026-08-21 08:12:49', 'server': 'Auth-2', 'username': 'bob', 'source_ip': '10.0.0.11', 'success': True}
{'timestamp': '2026-08-21 08:12:50', 'server': 'Auth-1', 'username': 'bob', 'source_ip': '10.0.0.10', 'success': True}
{'timestamp': '2026-08-21 08:12:51', 'server': 'Auth-2', 'username': 'carol', 'source_ip': '10.0.0.12', 'success': True}
{'timestamp': '2026-08-21 08:12:52', 'server': 'Auth-2', 'username': 'bob', 'source_ip': '10.0.0.12', 'success': True}
{'timestamp': '2026-08-21 08:12:53', 'server': 'Auth-1', 'username': 'carol', 'source_ip': '10.0.0.11', 'success': True}
{'timestamp': '2026-08-21 08:12:54', 'server': 'Auth-2', 'username': 'bob', 'source_ip': '10.0.0.10', 'success': True}
{'timestamp': '2026-08-21 08:12:55', 'server': 'Auth-1', 'username': 'bob', 'source_ip': '10.0.0.11', 'success': True}
{'timestamp': '2026-08-21 08:12:56', 'server': 'Auth-1', 'username': 'alice', 'source_ip': '10.0.0.12', 'success': True}
{'timestamp': '2026-08-21 08:12:57', 'server': 'Auth-1', 'username': 'dave', 'source_ip': '10.0.0.10', 'success': True}
{'timestamp': '2026-08-21 08:12:58', 'server': 'Auth-2', 'username': 'dave', 'source_ip': '10.0.0.10', 'success': True}
{'timestamp': '2026-08-21 08:12:59', 'server': 'Auth-2', 'username': 'bob', 'source_ip': '10.0.0.12', 'success': True}
{'timestamp': '2026-08-21 08:13:00', 'server': 'Auth-2', 'username': 'dave', 'source_ip': '10.0.0.10', 'success': True}
{'timestamp': '2026-08-21 08:13:01', 'server': 'Auth-2', 'username': 'alice', 'source_ip': '10.0.0.11', 'success': True}
{'timestamp': '2026-08-21 08:13:02', 'server': 'Auth-2', 'username': 'bob', 'source_ip': '10.0.0.12', 'success': True}
{'timestamp': '2026-08-21 08:13:03', 'server': 'Auth-1', 'username': 'alice', 'source_ip': '10.0.0.10', 'success': True}
{'timestamp': '2026-08-21 08:13:04', 'server': 'Auth-2', 'username': 'dave', 'source_ip': '10.0.0.10', 'success': True}
{'timestamp': '2026-08-21 08:13:05', 'server': 'Auth-1', 'username': 'dave', 'source_ip': '10.0.0.11', 'success': True}
{'timestamp': '2026-08-21 08:13:06', 'server': 'Auth-1', 'username': 'alice', 'source_ip': '10.0.0.12', 'success': True}
{'timestamp': '2026-08-21 08:13:07', 'server': 'Auth-1', 'username': 'alice', 'source_ip': '10.0.0.12', 'success': True}
{'timestamp': '2026-08-21 08:13:08', 'server': 'Auth-1', 'username': 'bob', 'source_ip': '10.0.0.10', 'success': True}
{'timestamp': '2026-08-21 08:13:09', 'server': 'Auth-2', 'username': 'bob', 'source_ip': '10.0.0.11', 'success': False}
{'timestamp': '2026-08-21 08:13:10', 'server': 'Auth-2', 'username': 'dave', 'source_ip': '10.0.0.10', 'success': False}
{'timestamp': '2026-08-21 08:13:11', 'server': 'Auth-1', 'username': 'alice', 'source_ip': '10.0.0.10', 'success': False}
{'timestamp': '2026-08-21 08:13:12', 'server': 'Auth-2', 'username': 'carol', 'source_ip': '10.0.0.10', 'success': False}
{'timestamp': '2026-08-21 08:13:13', 'server': 'Auth-2', 'username': 'dave', 'source_ip': '10.0.0.11', 'success': False}
{'timestamp': '2026-08-21 08:13:14', 'server': 'Auth-2', 'username': 'carol', 'source_ip': '10.0.0.12', 'success': False}
{'timestamp': '2026-08-21 08:13:15', 'server': 'Auth-1', 'username': 'carol', 'source_ip': '10.0.0.10', 'success': False}
{'timestamp': '2026-08-21 08:13:16', 'server': 'Auth-1', 'username': 'alice', 'source_ip': '10.0.0.11', 'success': False}
{'timestamp': '2026-08-21 08:13:17', 'server': 'Auth-1', 'username': 'carol', 'source_ip': '10.0.0.12', 'success': True}
{'timestamp': '2026-08-21 08:13:18', 'server': 'Auth-2', 'username': 'dave', 'source_ip': '10.0.0.12', 'success': True}
{'timestamp': '2026-08-21 08:13:19', 'server': 'Auth-1', 'username': 'bob', 'source_ip': '10.0.0.12', 'success': True}
{'timestamp': '2026-08-21 08:13:20', 'server': 'Auth-1', 'username': 'carol', 'source_ip': '10.0.0.10', 'success': True}
{'timestamp': '2026-08-21 08:13:21', 'server': 'Auth-1', 'username': 'alice', 'source_ip': '10.0.0.12', 'success': True}
{'timestamp': '2026-08-21 08:13:22', 'server': 'Auth-1', 'username': 'bob', 'source_ip': '10.0.0.12', 'success': True}
{'timestamp': '2026-08-21 08:13:23', 'server': 'Auth-1', 'username': 'carol', 'source_ip': '10.0.0.12', 'success': True}
{'timestamp': '2026-08-21 08:13:24', 'server': 'Auth-1', 'username': 'dave', 'source_ip': '10.0.0.11', 'success': True}
{'timestamp': '2026-08-21 08:13:25', 'server': 'Auth-2', 'username': 'alice', 'source_ip': '10.0.0.12', 'success': True}
{'timestamp': '2026-08-21 08:13:26', 'server': 'Auth-2', 'username': 'carol', 'source_ip': '10.0.0.11', 'success': True}
{'timestamp': '2026-08-21 08:13:27', 'server': 'Auth-1', 'username': 'carol', 'source_ip': '10.0.0.10', 'success': True}
{'timestamp': '2026-08-21 08:13:28', 'server': 'Auth-2', 'username': 'alice', 'source_ip': '10.0.0.11', 'success': True}
